Capital_Call_Date,Triggering_Investment,Total_Capital_Called_for_Deal,Investor,Investor_Contribution,Cumulative_Contribution,Total_Commitment,Remaining_Commitment
2013-04-30,Aquagroup Omani,501242913.0,Everpine Holdings,31327682.0,2240992894.0,5000000000.0,2759007106.0
2013-06-30,(ltd.) Voltmotor,566039641.0,Amelia Chen,35377478.0,9326659732.0,5000000000.0,-4326659732.0
2013-06-30,(ltd.) Voltmotor,566039641.0,Noah Sullivan,35377478.0,9326659732.0,5000000000.0,-4326659732.0
2013-06-30,(ltd.) Voltmotor,566039641.0,Priya Deshmukh,35377478.0,9326659732.0,5000000000.0,-4326659732.0
2013-06-30,(ltd.) Voltmotor,566039641.0,Luca Moretti,35377478.0,9326659732.0,5000000000.0,-4326659732.0
2013-06-30,(ltd.) Voltmotor,566039641.0,Isabella Vargas,35377478.0,9326659732.0,5000000000.0,-4326659732.0
2013-06-30,(ltd.) Voltmotor,566039641.0,Ethan Gallagher,35377478.0,9326659732.0,5000000000.0,-4326659732.0
2013-06-30,(ltd.) Voltmotor,566039641.0,Aisha Mensah,35377478.0,9326659732.0,5000000000.0,-4326659732.0
2013-06-30,(ltd.) Voltmotor,566039641.0,Kenji Watanabe,35377478.0,9326659732.0,5000000000.0,-4326659732.0
2013-06-30,(ltd.) Voltmotor,566039641.0,Sofia Petrovic,35377478.0,2276370372.0,5000000000.0,2723629628.0
2013-06-30,(ltd.) Voltmotor,566039641.0,Mateo Alvarez,35377478.0,2276370372.0,5000000000.0,2723629628.0
2013-06-30,(ltd.) Voltmotor,566039641.0,Fatima Al-Sayeed,35377478.0,2276370372.0,5000000000.0,2723629628.0
2013-06-30,(ltd.) Voltmotor,566039641.0,Julian Becker,35377478.0,2276370372.0,5000000000.0,2723629628.0
2013-06-30,(ltd.) Voltmotor,566039641.0,Harborview Legacy Partners,35377478.0,2276370372.0,5000000000.0,2723629628.0
2013-06-30,(ltd.) Voltmotor,566039641.0,Silvercrest Stewardship,35377478.0,2276370372.0,5000000000.0,2723629628.0
2013-06-30,(ltd.) Voltmotor,566039641.0,Carraway Heritage Capital,35377478.0,2276370372.0,5000000000.0,2723629628.0
2013-06-30,(ltd.) Voltmotor,566039641.0,Everpine Holdings,35377478.0,2276370372.0,5000000000.0,2723629628.0
2013-10-31,(ltd.) Shoplogitic,1341480611.0,Amelia Chen,83842538.0,9410502270.0,5000000000.0,-4410502270.0
2013-10-31,(ltd.) Shoplogitic,1341480611.0,Noah Sullivan,83842538.0,9410502270.0,5000000000.0,-4410502270.0
2013-10-31,(ltd.) Shoplogitic,1341480611.0,Priya Deshmukh,83842538.0,9410502270.0,5000000000.0,-4410502270.0
2013-10-31,(ltd.) Shoplogitic,1341480611.0,Luca Moretti,83842538.0,9410502270.0,5000000000.0,-4410502270.0
2013-10-31,(ltd.) Shoplogitic,1341480611.0,Isabella Vargas,83842538.0,9410502270.0,5000000000.0,-4410502270.0
2013-10-31,(ltd.) Shoplogitic,1341480611.0,Ethan Gallagher,83842538.0,9410502270.0,5000000000.0,-4410502270.0
2013-10-31,(ltd.) Shoplogitic,1341480611.0,Aisha Mensah,83842538.0,9410502270.0,5000000000.0,-4410502270.0
2013-10-31,(ltd.) Shoplogitic,1341480611.0,Kenji Watanabe,83842538.0,9410502270.0,5000000000.0,-4410502270.0
2013-10-31,(ltd.) Shoplogitic,1341480611.0,Sofia Petrovic,83842538.0,2360212910.0,5000000000.0,2639787090.0
2013-10-31,(ltd.) Shoplogitic,1341480611.0,Mateo Alvarez,83842538.0,2360212910.0,5000000000.0,2639787090.0
2013-10-31,(ltd.) Shoplogitic,1341480611.0,Fatima Al-Sayeed,83842538.0,2360212910.0,5000000000.0,2639787090.0
2013-10-31,(ltd.) Shoplogitic,1341480611.0,Julian Becker,83842538.0,2360212910.0,5000000000.0,2639787090.0
2013-10-31,(ltd.) Shoplogitic,1341480611.0,Harborview Legacy Partners,83842538.0,2360212910.0,5000000000.0,2639787090.0
2013-10-31,(ltd.) Shoplogitic,1341480611.0,Silvercrest Stewardship,83842538.0,2360212910.0,5000000000.0,2639787090.0
2013-10-31,(ltd.) Shoplogitic,1341480611.0,Carraway Heritage Capital,83842538.0,2360212910.0,5000000000.0,2639787090.0
2013-10-31,(ltd.) Shoplogitic,1341480611.0,Everpine Holdings,83842538.0,2360212910.0,5000000000.0,2639787090.0
2013-12-31,Euro Goods Corp,572823463.0,Amelia Chen,35801466.0,9446303736.0,5000000000.0,-4446303736.0
2013-12-31,Euro Goods Corp,572823463.0,Noah Sullivan,35801466.0,9446303736.0,5000000000.0,-4446303736.0
2013-12-31,Euro Goods Corp,572823463.0,Priya Deshmukh,35801466.0,9446303736.0,5000000000.0,-4446303736.0
2013-12-31,Euro Goods Corp,572823463.0,Luca Moretti,35801466.0,9446303736.0,5000000000.0,-4446303736.0
2013-12-31,Euro Goods Corp,572823463.0,Isabella Vargas,35801466.0,9446303736.0,5000000000.0,-4446303736.0
2013-12-31,Euro Goods Corp,572823463.0,Ethan Gallagher,35801466.0,9446303736.0,5000000000.0,-4446303736.0
2013-12-31,Euro Goods Corp,572823463.0,Aisha Mensah,35801466.0,9446303736.0,5000000000.0,-4446303736.0
2013-12-31,Euro Goods Corp,572823463.0,Kenji Watanabe,35801466.0,9446303736.0,5000000000.0,-4446303736.0
2013-12-31,Euro Goods Corp,572823463.0,Sofia Petrovic,35801466.0,2396014376.0,5000000000.0,2603985624.0
2013-12-31,Euro Goods Corp,572823463.0,Mateo Alvarez,35801466.0,2396014376.0,5000000000.0,2603985624.0
2013-12-31,Euro Goods Corp,572823463.0,Fatima Al-Sayeed,35801466.0,2396014376.0,5000000000.0,2603985624.0
2013-12-31,Euro Goods Corp,572823463.0,Julian Becker,35801466.0,2396014376.0,5000000000.0,2603985624.0
2013-12-31,Euro Goods Corp,572823463.0,Harborview Legacy Partners,35801466.0,2396014376.0,5000000000.0,2603985624.0
2013-12-31,Euro Goods Corp,572823463.0,Silvercrest Stewardship,35801466.0,2396014376.0,5000000000.0,2603985624.0
2013-12-31,Euro Goods Corp,572823463.0,Carraway Heritage Capital,35801466.0,2396014376.0,5000000000.0,2603985624.0
2013-12-31,Euro Goods Corp,572823463.0,Everpine Holdings,35801466.0,2396014376.0,5000000000.0,2603985624.0
2013-12-31,Pentalogitic (ltd.),2770876059.0,Amelia Chen,173179754.0,9619483490.0,5000000000.0,-4619483490.0
2013-12-31,Pentalogitic (ltd.),2770876059.0,Noah Sullivan,173179754.0,9619483490.0,5000000000.0,-4619483490.0
2013-12-31,Pentalogitic (ltd.),2770876059.0,Priya Deshmukh,173179754.0,9619483490.0,5000000000.0,-4619483490.0
2013-12-31,Pentalogitic (ltd.),2770876059.0,Luca Moretti,173179754.0,9619483490.0,5000000000.0,-4619483490.0
2013-12-31,Pentalogitic (ltd.),2770876059.0,Isabella Vargas,173179754.0,9619483490.0,5000000000.0,-4619483490.0
2013-12-31,Pentalogitic (ltd.),2770876059.0,Ethan Gallagher,173179754.0,9619483490.0,5000000000.0,-4619483490.0
2013-12-31,Pentalogitic (ltd.),2770876059.0,Aisha Mensah,173179754.0,9619483490.0,5000000000.0,-4619483490.0
2013-12-31,Pentalogitic (ltd.),2770876059.0,Kenji Watanabe,173179754.0,9619483490.0,5000000000.0,-4619483490.0
2013-12-31,Pentalogitic (ltd.),2770876059.0,Sofia Petrovic,173179754.0,2569194130.0,5000000000.0,2430805870.0
2013-12-31,Pentalogitic (ltd.),2770876059.0,Mateo Alvarez,173179754.0,2569194130.0,5000000000.0,2430805870.0
2013-12-31,Pentalogitic (ltd.),2770876059.0,Fatima Al-Sayeed,173179754.0,2569194130.0,5000000000.0,2430805870.0
2013-12-31,Pentalogitic (ltd.),2770876059.0,Julian Becker,173179754.0,2569194130.0,5000000000.0,2430805870.0
2013-12-31,Pentalogitic (ltd.),2770876059.0,Harborview Legacy Partners,173179754.0,2569194130.0,5000000000.0,2430805870.0
2013-12-31,Pentalogitic (ltd.),2770876059.0,Silvercrest Stewardship,173179754.0,2569194130.0,5000000000.0,2430805870.0
2013-12-31,Pentalogitic (ltd.),2770876059.0,Carraway Heritage Capital,173179754.0,2569194130.0,5000000000.0,2430805870.0
2013-12-31,Pentalogitic (ltd.),2770876059.0,Everpine Holdings,173179754.0,2569194130.0,5000000000.0,2430805870.0
2014-01-31,Britannia Capital Code,2911622245.0,Amelia Chen,181976390.0,9801459880.0,5000000000.0,-4801459880.0
2014-01-31,Britannia Capital Code,2911622245.0,Noah Sullivan,181976390.0,9801459880.0,5000000000.0,-4801459880.0
2014-01-31,Britannia Capital Code,2911622245.0,Priya Deshmukh,181976390.0,9801459880.0,5000000000.0,-4801459880.0
2014-01-31,Britannia Capital Code,2911622245.0,Luca Moretti,181976390.0,9801459880.0,5000000000.0,-4801459880.0
2014-01-31,Britannia Capital Code,2911622245.0,Isabella Vargas,181976390.0,9801459880.0,5000000000.0,-4801459880.0
2014-01-31,Britannia Capital Code,2911622245.0,Ethan Gallagher,181976390.0,9801459880.0,5000000000.0,-4801459880.0
2014-01-31,Britannia Capital Code,2911622245.0,Aisha Mensah,181976390.0,9801459880.0,5000000000.0,-4801459880.0
2014-01-31,Britannia Capital Code,2911622245.0,Kenji Watanabe,181976390.0,9801459880.0,5000000000.0,-4801459880.0
2014-01-31,Britannia Capital Code,2911622245.0,Sofia Petrovic,181976390.0,2751170520.0,5000000000.0,2248829480.0
2014-01-31,Britannia Capital Code,2911622245.0,Mateo Alvarez,181976390.0,2751170520.0,5000000000.0,2248829480.0
2014-01-31,Britannia Capital Code,2911622245.0,Fatima Al-Sayeed,181976390.0,2751170520.0,5000000000.0,2248829480.0
2014-01-31,Britannia Capital Code,2911622245.0,Julian Becker,181976390.0,2751170520.0,5000000000.0,2248829480.0
2014-01-31,Britannia Capital Code,2911622245.0,Harborview Legacy Partners,181976390.0,2751170520.0,5000000000.0,2248829480.0
2014-01-31,Britannia Capital Code,2911622245.0,Silvercrest Stewardship,181976390.0,2751170520.0,5000000000.0,2248829480.0
2014-01-31,Britannia Capital Code,2911622245.0,Carraway Heritage Capital,181976390.0,2751170520.0,5000000000.0,2248829480.0
2014-01-31,Britannia Capital Code,2911622245.0,Everpine Holdings,181976390.0,2751170520.0,5000000000.0,2248829480.0
2014-01-31,(ltd.) Choice Motors,1030541204.0,Amelia Chen,64408825.0,9865868705.0,5000000000.0,-4865868705.0
2014-01-31,(ltd.) Choice Motors,1030541204.0,Noah Sullivan,64408825.0,9865868705.0,5000000000.0,-4865868705.0
2014-01-31,(ltd.) Choice Motors,1030541204.0,Priya Deshmukh,64408825.0,9865868705.0,5000000000.0,-4865868705.0
2014-01-31,(ltd.) Choice Motors,1030541204.0,Luca Moretti,64408825.0,9865868705.0,5000000000.0,-4865868705.0
2014-01-31,(ltd.) Choice Motors,1030541204.0,Isabella Vargas,64408825.0,9865868705.0,5000000000.0,-4865868705.0
2014-01-31,(ltd.) Choice Motors,1030541204.0,Ethan Gallagher,64408825.0,9865868705.0,5000000000.0,-4865868705.0
2014-01-31,(ltd.) Choice Motors,1030541204.0,Aisha Mensah,64408825.0,9865868705.0,5000000000.0,-4865868705.0
2014-01-31,(ltd.) Choice Motors,1030541204.0,Kenji Watanabe,64408825.0,9865868705.0,5000000000.0,-4865868705.0
2014-01-31,(ltd.) Choice Motors,1030541204.0,Sofia Petrovic,64408825.0,2815579345.0,5000000000.0,2184420655.0
2014-01-31,(ltd.) Choice Motors,1030541204.0,Mateo Alvarez,64408825.0,2815579345.0,5000000000.0,2184420655.0
2014-01-31,(ltd.) Choice Motors,1030541204.0,Fatima Al-Sayeed,64408825.0,2815579345.0,5000000000.0,2184420655.0
2014-01-31,(ltd.) Choice Motors,1030541204.0,Julian Becker,64408825.0,2815579345.0,5000000000.0,2184420655.0
2014-01-31,(ltd.) Choice Motors,1030541204.0,Harborview Legacy Partners,64408825.0,2815579345.0,5000000000.0,2184420655.0
2014-01-31,(ltd.) Choice Motors,1030541204.0,Silvercrest Stewardship,64408825.0,2815579345.0,5000000000.0,2184420655.0
2014-01-31,(ltd.) Choice Motors,1030541204.0,Carraway Heritage Capital,64408825.0,2815579345.0,5000000000.0,2184420655.0
2014-01-31,(ltd.) Choice Motors,1030541204.0,Everpine Holdings,64408825.0,2815579345.0,5000000000.0,2184420655.0
2014-04-30,Transsolution Arabian,1687660370.0,Amelia Chen,105478773.0,9971347478.0,5000000000.0,-4971347478.0
2014-04-30,Transsolution Arabian,1687660370.0,Noah Sullivan,105478773.0,9971347478.0,5000000000.0,-4971347478.0
2014-04-30,Transsolution Arabian,1687660370.0,Priya Deshmukh,105478773.0,9971347478.0,5000000000.0,-4971347478.0
2014-04-30,Transsolution Arabian,1687660370.0,Luca Moretti,105478773.0,9971347478.0,5000000000.0,-4971347478.0
2014-04-30,Transsolution Arabian,1687660370.0,Isabella Vargas,105478773.0,9971347478.0,5000000000.0,-4971347478.0
2014-04-30,Transsolution Arabian,1687660370.0,Ethan Gallagher,105478773.0,9971347478.0,5000000000.0,-4971347478.0
2014-04-30,Transsolution Arabian,1687660370.0,Aisha Mensah,105478773.0,9971347478.0,5000000000.0,-4971347478.0
2014-04-30,Transsolution Arabian,1687660370.0,Kenji Watanabe,105478773.0,9971347478.0,5000000000.0,-4971347478.0
2014-04-30,Transsolution Arabian,1687660370.0,Sofia Petrovic,105478773.0,2921058118.0,5000000000.0,2078941882.0
2014-04-30,Transsolution Arabian,1687660370.0,Mateo Alvarez,105478773.0,2921058118.0,5000000000.0,2078941882.0
2014-04-30,Transsolution Arabian,1687660370.0,Fatima Al-Sayeed,105478773.0,2921058118.0,5000000000.0,2078941882.0
2014-04-30,Transsolution Arabian,1687660370.0,Julian Becker,105478773.0,2921058118.0,5000000000.0,2078941882.0
2014-04-30,Transsolution Arabian,1687660370.0,Harborview Legacy Partners,105478773.0,2921058118.0,5000000000.0,2078941882.0
2014-04-30,Transsolution Arabian,1687660370.0,Silvercrest Stewardship,105478773.0,2921058118.0,5000000000.0,2078941882.0
2014-04-30,Transsolution Arabian,1687660370.0,Carraway Heritage Capital,105478773.0,2921058118.0,5000000000.0,2078941882.0
2014-04-30,Transsolution Arabian,1687660370.0,Everpine Holdings,105478773.0,2921058118.0,5000000000.0,2078941882.0
2014-05-31,Ksa Sysventure,640564458.0,Amelia Chen,40035279.0,10011382757.0,5000000000.0,-5011382757.0
2014-05-31,Ksa Sysventure,640564458.0,Noah Sullivan,40035279.0,10011382757.0,5000000000.0,-5011382757.0
2014-05-31,Ksa Sysventure,640564458.0,Priya Deshmukh,40035279.0,10011382757.0,5000000000.0,-5011382757.0
2014-05-31,Ksa Sysventure,640564458.0,Luca Moretti,40035279.0,10011382757.0,5000000000.0,-5011382757.0
2014-05-31,Ksa Sysventure,640564458.0,Isabella Vargas,40035279.0,10011382757.0,5000000000.0,-5011382757.0
2014-05-31,Ksa Sysventure,640564458.0,Ethan Gallagher,40035279.0,10011382757.0,5000000000.0,-5011382757.0
2014-05-31,Ksa Sysventure,640564458.0,Aisha Mensah,40035279.0,10011382757.0,5000000000.0,-5011382757.0
2014-05-31,Ksa Sysventure,640564458.0,Kenji Watanabe,40035279.0,10011382757.0,5000000000.0,-5011382757.0
2014-05-31,Ksa Sysventure,640564458.0,Sofia Petrovic,40035279.0,2961093397.0,5000000000.0,2038906603.0
2014-05-31,Ksa Sysventure,640564458.0,Mateo Alvarez,40035279.0,2961093397.0,5000000000.0,2038906603.0
2014-05-31,Ksa Sysventure,640564458.0,Fatima Al-Sayeed,40035279.0,2961093397.0,5000000000.0,2038906603.0
2014-05-31,Ksa Sysventure,640564458.0,Julian Becker,40035279.0,2961093397.0,5000000000.0,2038906603.0
2014-05-31,Ksa Sysventure,640564458.0,Harborview Legacy Partners,40035279.0,2961093397.0,5000000000.0,2038906603.0
2014-05-31,Ksa Sysventure,640564458.0,Silvercrest Stewardship,40035279.0,2961093397.0,5000000000.0,2038906603.0
2014-05-31,Ksa Sysventure,640564458.0,Carraway Heritage Capital,40035279.0,2961093397.0,5000000000.0,2038906603.0
2014-05-31,Ksa Sysventure,640564458.0,Everpine Holdings,40035279.0,2961093397.0,5000000000.0,2038906603.0
2014-06-30,Choicemotor (bsc),652596885.0,Amelia Chen,40787305.0,10052170062.0,5000000000.0,-5052170062.0
2014-06-30,Choicemotor (bsc),652596885.0,Noah Sullivan,40787305.0,10052170062.0,5000000000.0,-5052170062.0
2014-06-30,Choicemotor (bsc),652596885.0,Priya Deshmukh,40787305.0,10052170062.0,5000000000.0,-5052170062.0
2014-06-30,Choicemotor (bsc),652596885.0,Luca Moretti,40787305.0,10052170062.0,5000000000.0,-5052170062.0
2014-06-30,Choicemotor (bsc),652596885.0,Isabella Vargas,40787305.0,10052170062.0,5000000000.0,-5052170062.0
2014-06-30,Choicemotor (bsc),652596885.0,Ethan Gallagher,40787305.0,10052170062.0,5000000000.0,-5052170062.0
2014-06-30,Choicemotor (bsc),652596885.0,Aisha Mensah,40787305.0,10052170062.0,5000000000.0,-5052170062.0
2014-06-30,Choicemotor (bsc),652596885.0,Kenji Watanabe,40787305.0,10052170062.0,5000000000.0,-5052170062.0
2014-06-30,Choicemotor (bsc),652596885.0,Sofia Petrovic,40787305.0,3001880702.0,5000000000.0,1998119298.0
2014-06-30,Choicemotor (bsc),652596885.0,Mateo Alvarez,40787305.0,3001880702.0,5000000000.0,1998119298.0
2014-06-30,Choicemotor (bsc),652596885.0,Fatima Al-Sayeed,40787305.0,3001880702.0,5000000000.0,1998119298.0
2014-06-30,Choicemotor (bsc),652596885.0,Julian Becker,40787305.0,3001880702.0,5000000000.0,1998119298.0
2014-06-30,Choicemotor (bsc),652596885.0,Harborview Legacy Partners,40787305.0,3001880702.0,5000000000.0,1998119298.0
2014-06-30,Choicemotor (bsc),652596885.0,Silvercrest Stewardship,40787305.0,3001880702.0,5000000000.0,1998119298.0
2014-06-30,Choicemotor (bsc),652596885.0,Carraway Heritage Capital,40787305.0,3001880702.0,5000000000.0,1998119298.0
2014-06-30,Choicemotor (bsc),652596885.0,Everpine Holdings,40787305.0,3001880702.0,5000000000.0,1998119298.0
2014-08-31,Spectrasolution (nv),936856509.0,Amelia Chen,58553532.0,10110723594.0,5000000000.0,-5110723594.0
2014-08-31,Spectrasolution (nv),936856509.0,Noah Sullivan,58553532.0,10110723594.0,5000000000.0,-5110723594.0
2014-08-31,Spectrasolution (nv),936856509.0,Priya Deshmukh,58553532.0,10110723594.0,5000000000.0,-5110723594.0
2014-08-31,Spectrasolution (nv),936856509.0,Luca Moretti,58553532.0,10110723594.0,5000000000.0,-5110723594.0
2014-08-31,Spectrasolution (nv),936856509.0,Isabella Vargas,58553532.0,10110723594.0,5000000000.0,-5110723594.0
2014-08-31,Spectrasolution (nv),936856509.0,Ethan Gallagher,58553532.0,10110723594.0,5000000000.0,-5110723594.0
2014-08-31,Spectrasolution (nv),936856509.0,Aisha Mensah,58553532.0,10110723594.0,5000000000.0,-5110723594.0
2014-08-31,Spectrasolution (nv),936856509.0,Kenji Watanabe,58553532.0,10110723594.0,5000000000.0,-5110723594.0
2014-08-31,Spectrasolution (nv),936856509.0,Sofia Petrovic,58553532.0,3060434234.0,5000000000.0,1939565766.0
2014-08-31,Spectrasolution (nv),936856509.0,Mateo Alvarez,58553532.0,3060434234.0,5000000000.0,1939565766.0
2014-08-31,Spectrasolution (nv),936856509.0,Fatima Al-Sayeed,58553532.0,3060434234.0,5000000000.0,1939565766.0
2014-08-31,Spectrasolution (nv),936856509.0,Julian Becker,58553532.0,3060434234.0,5000000000.0,1939565766.0
2014-08-31,Spectrasolution (nv),936856509.0,Harborview Legacy Partners,58553532.0,3060434234.0,5000000000.0,1939565766.0
2014-08-31,Spectrasolution (nv),936856509.0,Silvercrest Stewardship,58553532.0,3060434234.0,5000000000.0,1939565766.0
2014-08-31,Spectrasolution (nv),936856509.0,Carraway Heritage Capital,58553532.0,3060434234.0,5000000000.0,1939565766.0
2014-08-31,Spectrasolution (nv),936856509.0,Everpine Holdings,58553532.0,3060434234.0,5000000000.0,1939565766.0
2014-09-30,(plc) Novamarket,2086620133.0,Amelia Chen,130413758.0,10241137353.0,5000000000.0,-5241137353.0
2014-09-30,(plc) Novamarket,2086620133.0,Noah Sullivan,130413758.0,10241137353.0,5000000000.0,-5241137353.0
2014-09-30,(plc) Novamarket,2086620133.0,Priya Deshmukh,130413758.0,10241137353.0,5000000000.0,-5241137353.0
2014-09-30,(plc) Novamarket,2086620133.0,Luca Moretti,130413758.0,10241137353.0,5000000000.0,-5241137353.0
2014-09-30,(plc) Novamarket,2086620133.0,Isabella Vargas,130413758.0,10241137353.0,5000000000.0,-5241137353.0
2014-09-30,(plc) Novamarket,2086620133.0,Ethan Gallagher,130413758.0,10241137353.0,5000000000.0,-5241137353.0
2014-09-30,(plc) Novamarket,2086620133.0,Aisha Mensah,130413758.0,10241137353.0,5000000000.0,-5241137353.0
2014-09-30,(plc) Novamarket,2086620133.0,Kenji Watanabe,130413758.0,10241137353.0,5000000000.0,-5241137353.0
2014-09-30,(plc) Novamarket,2086620133.0,Sofia Petrovic,130413758.0,3190847993.0,5000000000.0,1809152007.0
2014-09-30,(plc) Novamarket,2086620133.0,Mateo Alvarez,130413758.0,3190847993.0,5000000000.0,1809152007.0
2014-09-30,(plc) Novamarket,2086620133.0,Fatima Al-Sayeed,130413758.0,3190847993.0,5000000000.0,1809152007.0
2014-09-30,(plc) Novamarket,2086620133.0,Julian Becker,130413758.0,3190847993.0,5000000000.0,1809152007.0
2014-09-30,(plc) Novamarket,2086620133.0,Harborview Legacy Partners,130413758.0,3190847993.0,5000000000.0,1809152007.0
2014-09-30,(plc) Novamarket,2086620133.0,Silvercrest Stewardship,130413758.0,3190847993.0,5000000000.0,1809152007.0
2014-09-30,(plc) Novamarket,2086620133.0,Carraway Heritage Capital,130413758.0,3190847993.0,5000000000.0,1809152007.0
2014-09-30,(plc) Novamarket,2086620133.0,Everpine Holdings,130413758.0,3190847993.0,5000000000.0,1809152007.0
2014-11-30,Spectrasolution (ksc),443261348.0,Amelia Chen,27703834.0,10268841187.0,5000000000.0,-5268841187.0
2014-11-30,Spectrasolution (ksc),443261348.0,Noah Sullivan,27703834.0,10268841187.0,5000000000.0,-5268841187.0
2014-11-30,Spectrasolution (ksc),443261348.0,Priya Deshmukh,27703834.0,10268841187.0,5000000000.0,-5268841187.0
2014-11-30,Spectrasolution (ksc),443261348.0,Luca Moretti,27703834.0,10268841187.0,5000000000.0,-5268841187.0
2014-11-30,Spectrasolution (ksc),443261348.0,Isabella Vargas,27703834.0,10268841187.0,5000000000.0,-5268841187.0
2014-11-30,Spectrasolution (ksc),443261348.0,Ethan Gallagher,27703834.0,10268841187.0,5000000000.0,-5268841187.0
2014-11-30,Spectrasolution (ksc),443261348.0,Aisha Mensah,27703834.0,10268841187.0,5000000000.0,-5268841187.0
2014-11-30,Spectrasolution (ksc),443261348.0,Kenji Watanabe,27703834.0,10268841187.0,5000000000.0,-5268841187.0
2014-11-30,Spectrasolution (ksc),443261348.0,Sofia Petrovic,27703834.0,3218551827.0,5000000000.0,1781448173.0
2014-11-30,Spectrasolution (ksc),443261348.0,Mateo Alvarez,27703834.0,3218551827.0,5000000000.0,1781448173.0
2014-11-30,Spectrasolution (ksc),443261348.0,Fatima Al-Sayeed,27703834.0,3218551827.0,5000000000.0,1781448173.0
2014-11-30,Spectrasolution (ksc),443261348.0,Julian Becker,27703834.0,3218551827.0,5000000000.0,1781448173.0
2014-11-30,Spectrasolution (ksc),443261348.0,Harborview Legacy Partners,27703834.0,3218551827.0,5000000000.0,1781448173.0
2014-11-30,Spectrasolution (ksc),443261348.0,Silvercrest Stewardship,27703834.0,3218551827.0,5000000000.0,1781448173.0
2014-11-30,Spectrasolution (ksc),443261348.0,Carraway Heritage Capital,27703834.0,3218551827.0,5000000000.0,1781448173.0
2014-11-30,Spectrasolution (ksc),443261348.0,Everpine Holdings,27703834.0,3218551827.0,5000000000.0,1781448173.0
2014-12-31,Qualityholding Pearl,1531469754.0,Amelia Chen,95716860.0,10364558046.0,5000000000.0,-5364558046.0
2014-12-31,Qualityholding Pearl,1531469754.0,Noah Sullivan,95716860.0,10364558046.0,5000000000.0,-5364558046.0
2014-12-31,Qualityholding Pearl,1531469754.0,Priya Deshmukh,95716860.0,10364558046.0,5000000000.0,-5364558046.0
2014-12-31,Qualityholding Pearl,1531469754.0,Luca Moretti,95716860.0,10364558046.0,5000000000.0,-5364558046.0
2014-12-31,Qualityholding Pearl,1531469754.0,Isabella Vargas,95716860.0,10364558046.0,5000000000.0,-5364558046.0
2014-12-31,Qualityholding Pearl,1531469754.0,Ethan Gallagher,95716860.0,10364558046.0,5000000000.0,-5364558046.0
2014-12-31,Qualityholding Pearl,1531469754.0,Aisha Mensah,95716860.0,10364558046.0,5000000000.0,-5364558046.0
2014-12-31,Qualityholding Pearl,1531469754.0,Kenji Watanabe,95716860.0,10364558046.0,5000000000.0,-5364558046.0
2014-12-31,Qualityholding Pearl,1531469754.0,Sofia Petrovic,95716860.0,3314268686.0,5000000000.0,1685731314.0
2014-12-31,Qualityholding Pearl,1531469754.0,Mateo Alvarez,95716860.0,3314268686.0,5000000000.0,1685731314.0
2014-12-31,Qualityholding Pearl,1531469754.0,Fatima Al-Sayeed,95716860.0,3314268686.0,5000000000.0,1685731314.0
2014-12-31,Qualityholding Pearl,1531469754.0,Julian Becker,95716860.0,3314268686.0,5000000000.0,1685731314.0
2014-12-31,Qualityholding Pearl,1531469754.0,Harborview Legacy Partners,95716860.0,3314268686.0,5000000000.0,1685731314.0
2014-12-31,Qualityholding Pearl,1531469754.0,Silvercrest Stewardship,95716860.0,3314268686.0,5000000000.0,1685731314.0
2014-12-31,Qualityholding Pearl,1531469754.0,Carraway Heritage Capital,95716860.0,3314268686.0,5000000000.0,1685731314.0
2014-12-31,Qualityholding Pearl,1531469754.0,Everpine Holdings,95716860.0,3314268686.0,5000000000.0,1685731314.0
2015-01-31,Spacecorp Kwt,1149900653.0,Amelia Chen,47912527.0,10412470574.0,5000000000.0,-5412470574.0
2015-01-31,Spacecorp Kwt,1149900653.0,Noah Sullivan,47912527.0,10412470574.0,5000000000.0,-5412470574.0
2015-01-31,Spacecorp Kwt,1149900653.0,Priya Deshmukh,47912527.0,10412470574.0,5000000000.0,-5412470574.0
2015-01-31,Spacecorp Kwt,1149900653.0,Luca Moretti,47912527.0,10412470574.0,5000000000.0,-5412470574.0
2015-01-31,Spacecorp Kwt,1149900653.0,Isabella Vargas,47912527.0,10412470574.0,5000000000.0,-5412470574.0
2015-01-31,Spacecorp Kwt,1149900653.0,Ethan Gallagher,47912527.0,10412470574.0,5000000000.0,-5412470574.0
2015-01-31,Spacecorp Kwt,1149900653.0,Aisha Mensah,47912527.0,10412470574.0,5000000000.0,-5412470574.0
2015-01-31,Spacecorp Kwt,1149900653.0,Kenji Watanabe,47912527.0,10412470574.0,5000000000.0,-5412470574.0
2015-01-31,Spacecorp Kwt,1149900653.0,Sofia Petrovic,47912527.0,3362181214.0,5000000000.0,1637818786.0
2015-01-31,Spacecorp Kwt,1149900653.0,Mateo Alvarez,47912527.0,3362181214.0,5000000000.0,1637818786.0
2015-01-31,Spacecorp Kwt,1149900653.0,Fatima Al-Sayeed,47912527.0,3362181214.0,5000000000.0,1637818786.0
2015-01-31,Spacecorp Kwt,1149900653.0,Julian Becker,47912527.0,3362181214.0,5000000000.0,1637818786.0
2015-01-31,Spacecorp Kwt,1149900653.0,Harborview Legacy Partners,47912527.0,3362181214.0,5000000000.0,1637818786.0
2015-01-31,Spacecorp Kwt,1149900653.0,Silvercrest Stewardship,47912527.0,3362181214.0,5000000000.0,1637818786.0
